,epoch,train_loss,val_loss
0,1,0.6057983199287145,0.0
1,2,0.42949762834297095,0.0
2,3,0.3856128263707105,0.0
3,4,0.337616726202646,0.0
4,5,0.3065561506187268,0.35898850555869116
5,6,0.2950695972378198,0.0
6,7,0.2756592831078184,0.0
7,8,0.2658576864146124,0.0
8,9,0.24514892264116617,0.0
9,10,0.23221972630145488,0.3983416035713524
10,11,0.22509813967512035,0.0
11,12,0.2146043145578721,0.0
12,13,0.20963094783870534,0.0
13,14,0.20348160781470112,0.0
14,15,0.20859864567307237,0.41251213293268074
15,16,0.19377458225706684,0.0
16,17,0.19023280099728984,0.0
17,18,0.1883554567151596,0.0
18,19,0.17887895971109144,0.0
19,20,0.17215015219532137,0.3775668492652553
20,21,0.16944422878966223,0.0
21,22,0.16659876633412588,0.0
22,23,0.17809565280961087,0.0
23,24,0.16058405128605358,0.0
24,25,0.1640958815687107,0.41837087375792537
25,26,0.1584885215069946,0.0
26,27,0.14242591965584786,0.0
27,28,0.15522293992661185,0.0
28,29,0.1440252127320521,0.0
29,30,0.14702312298096168,0.39796359993432556
30,31,0.14280101983067503,0.0
31,32,0.1454848409706696,0.0
32,33,0.13164531619509406,0.0
33,34,0.14574055638084127,0.0
34,35,0.1431439318961357,0.3724871348024695
35,36,0.13231156966419982,0.0
36,37,0.133519626785543,0.0
37,38,0.13752082099023535,0.0
38,39,0.132034860891061,0.0
39,40,0.1371015169501274,0.3887527310723288
40,41,0.1334577598799875,0.0
41,42,0.13206667058574434,0.0
42,43,0.12917790141101682,0.0
43,44,0.12737473623720227,0.0
44,45,0.12338909379122626,0.3581458873445203
45,46,0.12347868847141623,0.0
46,47,0.12069350077396594,0.0
47,48,0.12202764097906527,0.0
48,49,0.11699927999584585,0.0
49,50,0.12016151258225752,0.37468874201710733
50,51,0.11889052751844321,0.0
51,52,0.12153164946214585,0.0
52,53,0.11048849868267531,0.0
53,54,0.11656070390590237,0.0
54,55,0.10887119832608971,0.3462567204767626
55,56,0.11335987844084558,0.0
56,57,0.10757415767446099,0.0
57,58,0.10957581364572598,0.0
58,59,0.10828861354689923,0.0
59,60,0.10747973156947886,0.34123726318519
60,61,0.1038373259466798,0.0
61,62,0.1081525457089721,0.0
62,63,0.10966775018233256,0.0
63,64,0.10348493613772186,0.0
64,65,0.10290210146922618,0.36768235375345
65,66,0.10534163650800855,0.0
66,67,0.09933852082400842,0.0
67,68,0.10303146315673671,0.0
68,69,0.10218746718744458,0.0
69,70,0.10167626153437237,0.3423047909825485
70,71,0.10384537972372453,0.0
71,72,0.10214165867054377,0.0
72,73,0.10333817320795669,0.0
73,74,0.10038331496055986,0.0
74,75,0.09995565132989899,0.34929701587856277
75,76,0.09646508032475125,0.0
76,77,0.10069151202190026,0.0
77,78,0.09575659622720702,0.0
78,79,0.09468431956398102,0.0
79,80,0.09248706171304354,0.3287355421423357
80,81,0.10002946392365838,0.0
81,82,0.09756553655997927,0.0
82,83,0.09587862345649571,0.0
83,84,0.10057541165027584,0.0
84,85,0.09672551781328426,0.34061894759701616
85,86,0.09406921583548432,0.0
86,87,0.09329522617703273,0.0
87,88,0.09469986738079823,0.0
88,89,0.09453639950694852,0.0
89,90,0.09930890334720464,0.3275674394723298
90,91,0.09108408358707627,0.0
91,92,0.09559744393804157,0.0
92,93,0.09528378890560116,0.0
93,94,0.09084687910336604,0.0
94,95,0.089040872284028,0.3460455953180173
95,96,0.09306539396743947,0.0
96,97,0.08883916864173533,0.0
97,98,0.08941421899982713,0.0
98,99,0.0914069080809284,0.0
99,100,0.08974188412673252,0.34185256057382246
100,101,0.08712478195694963,0.0
101,102,0.08984037235638768,0.0
102,103,0.08510856157966477,0.0
103,104,0.09078281707718175,0.0
104,105,0.08875322045727832,0.37394962129694087
105,106,0.08780731528340915,0.0
106,107,0.0881914223695067,0.0
107,108,0.0853748665053825,0.0
108,109,0.08592016823765379,0.0
109,110,0.08707651077029219,0.35443208816193245
110,111,0.088594657121814,0.0
111,112,0.08612433297666491,0.0
112,113,0.08776994135333836,0.0
113,114,0.08478998557614835,0.0
114,115,0.08660915650744144,0.36854937296808077
115,116,0.0818097194977349,0.0
116,117,0.08603371111065393,0.0
117,118,0.08602155524412872,0.0
118,119,0.08772605915408825,0.0
119,120,0.08579774911526865,0.34754554543443655
120,121,0.08402202050220679,0.0
121,122,0.08965424516383315,0.0
122,123,0.0829319850127518,0.0
123,124,0.08277180586220147,0.0
124,125,0.08851006792926946,0.34817291328135885
125,126,0.0830871047915845,0.0
126,127,0.08507578926767818,0.0
127,128,0.08498080471744303,0.0
